porosity,k_i,k_j,k_k,X,Y,Z
2.54E-05,1.00E-15,1.46E-15,1.73E-15,45,265,355
3.26E-05,1.79E-15,3.41E-15,4.03E-15,55,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,355
2.56E-05,8.55E-16,1.61E-15,1.86E-15,75,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,115,265,355
2.59E-05,1.64E-15,9.51E-16,1.89E-15,125,265,355
3.00E-05,2.98E-15,1.17E-15,3.29E-15,135,265,355
3.01E-05,2.98E-15,1.17E-15,3.29E-15,145,265,355
2.69E-05,1.96E-15,1.00E-15,2.22E-15,155,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,165,265,355
2.86E-05,1.35E-15,2.33E-15,2.75E-15,175,265,355
2.32E-05,7.41E-16,8.74E-16,1.02E-15,185,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,195,265,355
4.49E-05,1.63E-15,6.74E-14,6.84E-14,205,265,355
2.42E-05,1.12E-15,8.64E-16,1.34E-15,215,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,305,265,355
2.35E-05,7.52E-16,9.43E-16,1.10E-15,315,265,355
2.97E-05,1.13E-15,2.87E-15,3.18E-15,325,265,355
3.51E-05,1.54E-14,2.55E-14,1.65E-14,335,265,355
4.79E-05,3.96E-14,6.62E-14,4.23E-14,345,265,355
4.21E-05,1.54E-14,5.47E-14,5.94E-14,355,265,355
2.68E-05,3.62E-15,1.14E-14,1.25E-14,365,265,355
2.44E-05,8.84E-16,1.18E-15,1.39E-15,375,265,355
2.43E-05,1.00E-15,1.23E-15,1.16E-15,385,265,355
3.02E-05,2.20E-15,3.17E-15,2.16E-15,395,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,405,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,355
2.36E-05,8.51E-16,9.95E-16,1.04E-15,425,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,435,265,355
3.97E-05,3.63E-14,4.98E-14,2.44E-14,445,265,355
4.25E-05,4.11E-14,5.63E-14,2.74E-14,455,265,355
3.89E-05,3.07E-15,5.74E-15,4.89E-15,465,265,355
3.01E-05,1.12E-15,2.98E-15,3.35E-15,475,265,355
2.96E-05,1.04E-15,2.83E-15,3.25E-15,485,265,355
3.00E-05,2.17E-15,3.11E-15,2.13E-15,495,265,355
2.60E-05,1.35E-15,1.80E-15,1.46E-15,505,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,515,265,355
3.05E-05,2.26E-15,3.25E-15,2.21E-15,525,265,355
2.37E-05,8.69E-16,1.02E-15,1.06E-15,535,265,355
3.46E-05,1.57E-15,4.21E-15,4.87E-15,545,265,355
2.49E-05,9.29E-16,1.31E-15,1.54E-15,555,265,355
2.95E-05,1.04E-15,2.79E-15,3.20E-15,565,265,355
2.34E-05,8.47E-16,8.19E-16,1.06E-15,575,265,355
2.68E-05,1.15E-15,1.82E-15,2.15E-15,585,265,355
2.55E-05,1.06E-15,1.51E-15,1.66E-15,595,265,355
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,365
2.49E-05,1.34E-15,9.00E-16,1.57E-15,15,265,365
2.59E-05,1.34E-15,1.75E-15,1.45E-15,25,265,365
3.01E-05,2.44E-15,2.52E-15,2.51E-15,35,265,365
2.46E-05,1.09E-15,1.04E-15,1.46E-15,45,265,365
3.14E-05,1.66E-15,3.09E-15,3.65E-15,55,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,365
3.00E-05,1.06E-15,2.95E-15,3.38E-15,75,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,365
2.31E-05,7.57E-16,8.43E-16,9.63E-16,115,265,365
3.07E-05,2.98E-15,1.70E-15,3.22E-15,125,265,365
3.49E-05,4.51E-15,1.43E-15,4.89E-15,135,265,365
3.46E-05,4.37E-15,1.59E-15,4.71E-15,145,265,365
2.43E-05,1.10E-15,9.70E-16,1.32E-15,155,265,365
2.33E-05,7.60E-16,8.73E-16,1.03E-15,165,265,365
2.52E-05,9.69E-16,1.39E-15,1.64E-15,175,265,365
2.32E-05,7.37E-16,8.47E-16,9.93E-16,185,265,365
2.44E-05,8.83E-16,1.18E-15,1.39E-15,195,265,365
4.48E-05,1.58E-15,6.74E-14,6.83E-14,205,265,365
2.31E-05,7.55E-16,8.04E-16,9.66E-16,215,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,305,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,365
3.00E-05,1.06E-15,2.95E-15,3.38E-15,325,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,365
3.27E-05,1.69E-14,2.79E-14,1.82E-14,345,265,365
6.66E-05,5.44E-14,1.26E-13,1.09E-13,355,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,365,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,375,265,365
2.31E-05,7.53E-16,8.04E-16,9.64E-16,385,265,365
2.43E-05,8.82E-16,1.20E-15,1.28E-15,395,265,365
2.40E-05,9.30E-16,1.12E-15,1.11E-15,405,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,365
2.76E-05,1.32E-15,2.10E-15,2.31E-15,425,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,435,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,445,265,365
3.20E-05,1.92E-14,2.62E-14,1.32E-14,455,265,365
5.09E-05,5.51E-14,7.60E-14,3.73E-14,465,265,365
3.48E-05,5.62E-15,8.64E-15,5.44E-15,475,265,365
3.09E-05,1.10E-15,3.21E-15,3.68E-15,485,265,365
2.36E-05,7.58E-16,9.79E-16,1.14E-15,495,265,365
2.54E-05,1.23E-15,1.61E-15,1.36E-15,505,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,515,265,365
2.33E-05,7.83E-16,8.86E-16,9.84E-16,525,265,365
3.13E-05,2.44E-15,3.55E-15,2.36E-15,535,265,365
3.79E-05,2.07E-15,5.17E-15,5.70E-15,545,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,365
3.00E-05,1.06E-15,2.95E-15,3.38E-15,565,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,575,265,365
2.76E-05,1.24E-15,2.05E-15,2.43E-15,585,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,365
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,375
2.53E-05,8.64E-16,1.49E-15,1.75E-15,15,265,375
2.44E-05,1.18E-15,8.75E-16,1.41E-15,25,265,375
3.25E-05,3.48E-15,1.98E-15,3.70E-15,35,265,375
3.23E-05,2.83E-15,2.35E-15,3.86E-15,45,265,375
2.71E-05,1.19E-15,1.92E-15,2.27E-15,55,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,375
3.00E-05,1.06E-15,2.95E-15,3.38E-15,75,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,375
2.45E-05,1.16E-15,9.26E-16,1.43E-15,115,265,375
3.60E-05,4.41E-15,2.58E-15,4.61E-15,125,265,375
4.05E-05,5.86E-15,2.82E-15,6.12E-15,135,265,375
3.08E-05,3.20E-15,1.29E-15,3.51E-15,145,265,375
3.24E-05,2.78E-15,3.60E-15,2.71E-15,155,265,375
2.45E-05,1.03E-15,1.28E-15,1.19E-15,165,265,375
2.46E-05,8.05E-16,1.29E-15,1.49E-15,175,265,375
2.95E-05,1.04E-15,2.79E-15,3.21E-15,185,265,375
2.59E-05,1.47E-15,1.14E-15,1.89E-15,195,265,375
5.04E-05,3.29E-15,6.78E-14,7.02E-14,205,265,375
2.79E-05,1.98E-15,1.38E-15,2.55E-15,215,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,375
2.51E-05,1.40E-15,9.12E-16,1.64E-15,235,265,375
2.46E-05,1.23E-15,8.84E-16,1.47E-15,245,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,375
2.31E-05,7.37E-16,8.44E-16,9.91E-16,295,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,305,265,375
2.33E-05,7.82E-16,8.84E-16,9.83E-16,315,265,375
3.00E-05,1.06E-15,2.95E-15,3.38E-15,325,265,375
2.30E-05,7.34E-16,8.01E-16,9.44E-16,335,265,375
3.07E-05,4.50E-15,9.39E-15,1.16E-14,345,265,375
5.49E-05,3.44E-14,8.70E-14,8.15E-14,355,265,375
3.05E-05,9.73E-15,1.62E-14,1.11E-14,365,265,375
2.55E-05,1.08E-15,1.42E-15,1.75E-15,375,265,375
2.81E-05,1.81E-15,2.40E-15,1.85E-15,385,265,375
3.22E-05,1.60E-15,3.69E-15,3.66E-15,395,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,405,265,375
2.94E-05,2.02E-15,2.90E-15,2.07E-15,415,265,375
3.06E-05,1.57E-15,2.86E-15,3.38E-15,425,265,375
2.30E-05,7.37E-16,8.11E-16,9.46E-16,435,265,375
2.32E-05,7.80E-16,8.80E-16,9.81E-16,445,265,375
2.79E-05,1.41E-15,2.21E-15,2.27E-15,455,265,375
2.76E-05,5.68E-15,7.72E-15,4.27E-15,465,265,375
4.85E-05,5.61E-14,7.65E-14,3.72E-14,475,265,375
3.31E-05,1.35E-14,1.94E-14,1.07E-14,485,265,375
2.71E-05,1.28E-15,2.12E-15,1.99E-15,495,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,505,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,515,265,375
2.41E-05,9.47E-16,1.15E-15,1.12E-15,525,265,375
2.30E-05,7.33E-16,8.05E-16,9.43E-16,535,265,375
3.42E-05,2.02E-15,4.36E-15,4.01E-15,545,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,375
2.38E-05,7.68E-16,1.04E-15,1.22E-15,565,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,575,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,375
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,385
2.99E-05,1.06E-15,2.92E-15,3.35E-15,15,265,385
2.34E-05,8.49E-16,8.20E-16,1.06E-15,25,265,385
2.69E-05,1.96E-15,1.00E-15,2.22E-15,35,265,385
3.20E-05,2.03E-15,2.92E-15,3.85E-15,45,265,385
2.36E-05,8.50E-16,9.00E-16,1.13E-15,55,265,385
2.85E-05,2.47E-15,1.09E-15,2.76E-15,65,265,385
2.90E-05,2.24E-15,1.49E-15,2.96E-15,75,265,385
2.31E-05,7.34E-16,8.25E-16,9.69E-16,85,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,385
2.49E-05,1.35E-15,9.02E-16,1.59E-15,115,265,385
3.02E-05,3.04E-15,1.18E-15,3.35E-15,125,265,385
3.42E-05,3.86E-15,2.49E-15,4.04E-15,135,265,385
2.92E-05,2.30E-15,2.12E-15,2.42E-15,145,265,385
2.30E-05,7.33E-16,8.05E-16,9.43E-16,155,265,385
2.78E-05,1.71E-15,2.38E-15,1.76E-15,165,265,385
2.36E-05,7.57E-16,9.75E-16,1.14E-15,175,265,385
3.63E-05,1.58E-15,4.71E-15,5.58E-15,185,265,385
3.54E-05,4.00E-15,3.07E-15,4.11E-15,195,265,385
5.59E-05,3.95E-15,6.93E-14,7.19E-14,205,265,385
2.98E-05,2.38E-15,1.72E-15,3.18E-15,215,265,385
2.42E-05,1.10E-15,8.61E-16,1.32E-15,225,265,385
2.98E-05,2.90E-15,1.16E-15,3.20E-15,235,265,385
2.44E-05,1.18E-15,8.75E-16,1.41E-15,245,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,385
2.43E-05,8.52E-16,1.22E-15,1.34E-15,295,265,385
2.51E-05,8.32E-16,1.46E-15,1.69E-15,305,265,385
2.42E-05,9.76E-16,1.19E-15,1.14E-15,315,265,385
3.02E-05,1.10E-15,3.00E-15,3.41E-15,325,265,385
2.49E-05,1.34E-15,9.00E-16,1.57E-15,335,265,385
4.69E-05,1.64E-14,5.14E-14,5.75E-14,345,265,385
2.90E-05,4.90E-15,1.51E-14,1.67E-14,355,265,385
3.05E-05,1.55E-15,2.82E-15,3.34E-15,365,265,385
2.50E-05,1.10E-15,1.42E-15,1.33E-15,375,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,385
3.63E-05,2.35E-15,5.02E-15,4.45E-15,395,265,385
2.61E-05,1.36E-15,1.81E-15,1.46E-15,405,265,385
3.31E-05,2.44E-15,3.91E-15,3.25E-15,415,265,385
4.24E-05,3.74E-15,6.74E-15,5.66E-15,425,265,385
2.30E-05,7.39E-16,8.14E-16,9.47E-16,435,265,385
2.30E-05,7.34E-16,8.11E-16,9.53E-16,445,265,385
2.35E-05,7.81E-16,9.26E-16,1.09E-15,455,265,385
2.55E-05,1.38E-15,1.29E-15,1.56E-15,465,265,385
2.96E-05,2.84E-15,1.15E-15,3.14E-15,475,265,385
3.12E-05,1.37E-14,1.76E-14,9.77E-15,485,265,385
2.82E-05,2.15E-15,1.65E-15,2.33E-15,495,265,385
2.89E-05,1.94E-15,2.75E-15,1.95E-15,505,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,515,265,385
2.51E-05,1.15E-15,1.48E-15,1.29E-15,525,265,385
2.86E-05,1.88E-15,2.63E-15,1.90E-15,535,265,385
2.31E-05,7.33E-16,8.22E-16,9.65E-16,545,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,565,265,385
2.37E-05,9.38E-16,8.34E-16,1.16E-15,575,265,385
2.31E-05,7.71E-16,8.07E-16,9.83E-16,585,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,385
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,395
3.00E-05,1.06E-15,2.95E-15,3.38E-15,15,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,395
2.35E-05,7.81E-16,9.26E-16,1.09E-15,35,265,395
3.04E-05,1.55E-15,2.81E-15,3.32E-15,45,265,395
2.54E-05,1.51E-15,9.29E-16,1.75E-15,55,265,395
3.00E-05,2.98E-15,1.17E-15,3.29E-15,65,265,395
2.99E-05,2.92E-15,1.17E-15,3.23E-15,75,265,395
2.31E-05,7.45E-16,8.05E-16,9.55E-16,85,265,395
2.64E-05,1.43E-15,1.93E-15,1.52E-15,95,265,395
2.30E-05,7.35E-16,8.01E-16,9.46E-16,105,265,395
2.77E-05,1.68E-15,2.33E-15,1.73E-15,115,265,395
2.51E-05,1.32E-15,1.10E-15,1.52E-15,125,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,135,265,395
2.32E-05,7.68E-16,8.60E-16,9.71E-16,145,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,155,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,165,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,175,265,395
3.30E-05,1.44E-15,3.81E-15,4.30E-15,185,265,395
3.01E-05,2.62E-15,1.59E-15,3.26E-15,195,265,395
6.35E-05,5.11E-15,7.22E-14,7.32E-14,205,265,395
2.41E-05,1.07E-15,8.58E-16,1.30E-15,215,265,395
2.34E-05,8.67E-16,8.23E-16,1.08E-15,225,265,395
2.56E-05,1.55E-15,9.67E-16,1.82E-15,235,265,395
2.98E-05,1.49E-15,2.66E-15,3.14E-15,245,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,395
2.98E-05,2.11E-15,3.03E-15,2.09E-15,295,265,395
2.83E-05,1.55E-15,2.52E-15,2.16E-15,305,265,395
2.75E-05,1.58E-15,2.26E-15,1.77E-15,315,265,395
3.22E-05,1.52E-15,3.69E-15,3.76E-15,325,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,395
4.58E-05,1.83E-14,6.53E-14,7.09E-14,345,265,395
2.49E-05,8.20E-16,1.38E-15,1.60E-15,355,265,395
2.62E-05,1.08E-15,1.67E-15,1.97E-15,365,265,395
2.42E-05,8.59E-16,1.12E-15,1.32E-15,375,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,395
2.91E-05,1.02E-15,2.66E-15,3.06E-15,395,265,395
2.46E-05,9.05E-16,1.29E-15,1.37E-15,405,265,395
2.43E-05,8.77E-16,1.16E-15,1.37E-15,415,265,395
4.23E-05,3.33E-15,6.63E-15,6.12E-15,425,265,395
3.04E-05,1.87E-15,3.17E-15,2.61E-15,435,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,445,265,395
2.31E-05,7.75E-16,8.07E-16,9.87E-16,455,265,395
2.89E-05,2.61E-15,1.11E-15,2.91E-15,465,265,395
3.50E-05,4.06E-15,2.62E-15,4.23E-15,475,265,395
3.59E-05,4.31E-15,2.80E-15,4.47E-15,485,265,395
3.81E-05,4.30E-15,3.76E-15,5.01E-15,495,265,395
2.56E-05,1.45E-15,1.18E-15,1.65E-15,505,265,395
2.37E-05,8.71E-16,1.03E-15,1.06E-15,515,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,525,265,395
2.57E-05,1.28E-15,1.68E-15,1.39E-15,535,265,395
2.40E-05,9.28E-16,1.12E-15,1.10E-15,545,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,395
2.34E-05,8.65E-16,8.22E-16,1.08E-15,565,265,395
2.59E-05,1.49E-15,1.32E-15,1.67E-15,575,265,395
2.38E-05,8.88E-16,1.05E-15,1.07E-15,585,265,395
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,395
2.81E-05,1.79E-15,2.49E-15,1.81E-15,5,265,405
3.05E-05,1.19E-15,3.11E-15,3.43E-15,15,265,405
2.32E-05,7.38E-16,8.54E-16,1.00E-15,25,265,405
2.75E-05,1.23E-15,2.02E-15,2.39E-15,35,265,405
2.63E-05,1.10E-15,1.71E-15,2.02E-15,45,265,405
2.36E-05,9.34E-16,8.34E-16,1.15E-15,55,265,405
2.68E-05,1.95E-15,1.00E-15,2.22E-15,65,265,405
2.51E-05,1.35E-15,9.74E-16,1.66E-15,75,265,405
2.68E-05,9.13E-16,1.98E-15,2.28E-15,85,265,405
2.33E-05,7.92E-16,9.00E-16,9.92E-16,95,265,405
2.39E-05,9.98E-16,9.33E-16,1.21E-15,105,265,405
2.33E-05,7.84E-16,8.86E-16,9.85E-16,115,265,405
3.68E-05,3.56E-15,5.34E-15,3.28E-15,125,265,405
2.72E-05,1.59E-15,2.18E-15,1.65E-15,135,265,405
2.31E-05,7.51E-16,8.34E-16,9.57E-16,145,265,405
3.10E-05,2.41E-15,3.34E-15,2.36E-15,155,265,405
2.33E-05,8.01E-16,9.06E-16,1.00E-15,165,265,405
2.31E-05,7.63E-16,8.05E-16,9.74E-16,175,265,405
3.34E-05,2.71E-15,2.98E-15,4.14E-15,185,265,405
3.78E-05,3.81E-15,4.39E-15,4.70E-15,195,265,405
4.43E-05,1.18E-15,6.76E-14,6.81E-14,205,265,405
2.30E-05,7.38E-16,8.13E-16,9.47E-16,215,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,405
2.65E-05,1.12E-15,1.75E-15,2.07E-15,235,265,405
2.74E-05,1.21E-15,1.98E-15,2.34E-15,245,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,405
2.82E-05,1.79E-15,2.50E-15,1.82E-15,265,265,405
2.44E-05,1.02E-15,1.27E-15,1.18E-15,275,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,405
2.60E-05,1.35E-15,1.79E-15,1.45E-15,305,265,405
2.65E-05,8.95E-16,1.87E-15,2.15E-15,315,265,405
2.78E-05,1.08E-15,2.30E-15,2.48E-15,325,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,405
3.03E-05,5.43E-15,1.74E-14,1.86E-14,345,265,405
2.98E-05,1.05E-15,2.88E-15,3.30E-15,355,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,365,265,405
2.85E-05,1.34E-15,2.29E-15,2.70E-15,375,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,405
2.70E-05,9.20E-16,2.03E-15,2.34E-15,395,265,405
2.50E-05,8.25E-16,1.42E-15,1.64E-15,405,265,405
2.71E-05,1.18E-15,1.91E-15,2.25E-15,415,265,405
2.75E-05,1.18E-15,2.04E-15,2.40E-15,425,265,405
3.39E-05,3.04E-15,3.38E-15,3.72E-15,435,265,405
3.29E-05,3.36E-15,2.62E-15,3.48E-15,445,265,405
2.31E-05,7.51E-16,8.04E-16,9.62E-16,455,265,405
2.63E-05,1.74E-15,1.07E-15,1.98E-15,465,265,405
2.64E-05,1.81E-15,1.02E-15,2.06E-15,475,265,405
3.72E-05,4.35E-15,3.78E-15,4.36E-15,485,265,405
4.07E-05,3.93E-15,4.85E-15,6.13E-15,495,265,405
2.78E-05,1.74E-15,2.32E-15,1.82E-15,505,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,515,265,405
2.43E-05,9.88E-16,1.22E-15,1.15E-15,525,265,405
2.83E-05,1.81E-15,2.54E-15,1.84E-15,535,265,405
2.53E-05,1.20E-15,1.55E-15,1.33E-15,545,265,405
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,405
2.30E-05,7.32E-16,8.00E-16,9.42E-16,565,265,405
2.31E-05,7.51E-16,8.34E-16,9.58E-16,575,265,405
3.09E-05,2.36E-15,3.41E-15,2.29E-15,585,265,405
2.39E-05,9.19E-16,1.10E-15,1.10E-15,595,265,405
2.45E-05,1.04E-15,1.30E-15,1.20E-15,5,265,415
3.41E-05,2.17E-15,4.35E-15,3.80E-15,15,265,415
2.69E-05,1.27E-15,2.06E-15,1.91E-15,25,265,415
3.08E-05,1.59E-15,2.91E-15,3.44E-15,35,265,415
2.31E-05,7.40E-16,8.25E-16,9.70E-16,45,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,55,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,415
2.74E-05,9.41E-16,2.17E-15,2.49E-15,85,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,415
2.52E-05,9.72E-16,1.40E-15,1.65E-15,115,265,415
2.32E-05,7.55E-16,8.58E-16,1.00E-15,125,265,415
2.79E-05,1.74E-15,2.42E-15,1.77E-15,135,265,415
2.51E-05,1.13E-15,1.19E-15,1.62E-15,145,265,415
3.03E-05,2.93E-15,1.42E-15,3.28E-15,155,265,415
3.99E-05,4.37E-15,4.88E-15,5.14E-15,165,265,415
2.66E-05,1.78E-15,1.24E-15,2.00E-15,175,265,415
3.17E-05,3.05E-15,1.68E-15,3.86E-15,185,265,415
3.46E-05,3.03E-15,2.98E-15,4.65E-15,195,265,415
5.05E-05,2.58E-15,6.98E-14,6.90E-14,205,265,415
2.31E-05,7.39E-16,8.19E-16,9.59E-16,215,265,415
2.53E-05,8.40E-16,1.50E-15,1.73E-15,225,265,415
2.75E-05,1.20E-15,2.05E-15,2.41E-15,235,265,415
2.34E-05,7.74E-16,9.08E-16,1.07E-15,245,265,415
2.32E-05,7.79E-16,8.08E-16,9.91E-16,255,265,415
2.30E-05,7.31E-16,8.01E-16,9.40E-16,265,265,415
2.63E-05,1.40E-15,1.88E-15,1.50E-15,275,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,415
2.52E-05,8.33E-16,1.46E-15,1.70E-15,295,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,305,265,415
2.46E-05,8.06E-16,1.29E-15,1.50E-15,315,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,415
2.76E-05,1.67E-15,2.32E-15,1.72E-15,345,265,415
3.10E-05,1.87E-15,3.37E-15,2.90E-15,355,265,415
2.72E-05,1.20E-15,1.95E-15,2.30E-15,365,265,415
3.17E-05,1.63E-15,3.19E-15,3.76E-15,375,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,395,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,405,265,415
3.07E-05,1.58E-15,2.88E-15,3.40E-15,415,265,415
2.66E-05,9.16E-16,1.91E-15,2.21E-15,425,265,415
2.84E-05,2.44E-15,1.08E-15,2.73E-15,435,265,415
3.37E-05,3.65E-15,2.57E-15,3.80E-15,445,265,415
2.91E-05,2.01E-15,2.69E-15,2.03E-15,455,265,415
2.31E-05,7.42E-16,8.19E-16,9.50E-16,465,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,475,265,415
2.31E-05,7.75E-16,8.07E-16,9.87E-16,485,265,415
3.57E-05,2.45E-15,4.87E-15,4.11E-15,495,265,415
2.48E-05,8.78E-16,1.35E-15,1.48E-15,505,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,515,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,525,265,415
2.68E-05,1.50E-15,2.04E-15,1.58E-15,535,265,415
2.86E-05,1.87E-15,2.64E-15,1.89E-15,545,265,415
